timewindow,port,external_ips,new_external_ips,num_conns,internal_ips,min_duration,max_duration,mean_duration,variance_duration,min_orig_bytes,max_orig_bytes,mean_orig_bytes,variance_orig_bytes,min_resp_bytes,max_resp_bytes,mean_resp_bytes,variance_resp_bytes,min_orig_pkts,max_orig_pkts,mean_orig_pkts,variance_orig_pkts,min_resp_pkts,max_resp_pkts,mean_resp_pkts,variance_resp_pkts,S0_count,S1_count,SF_count,REJ_count,S2_count,S3_count,RSTO_count,RSTR_count,RSTOS0_count,RSTRH_count,SH_count,SHR_count,OTH_count,failed_conn_count,zero_resp_bytes_count,label
21,80,55,6,155,20,0.006129,301.683265,12.795232602649007,1639.0327224545124,0.0,13896.0,799.7549668874173,5395842.873733606,0.0,872749.0,36214.417218543036,11288624299.766323,0.0,408.0,19.606451612903225,2307.309635796047,1.0,807.0,30.70967741935484,7310.954422476584,0,1,135,0,1,0,12,0,0,0,0,2,4,19,13,True
22,80,55,5,162,29,5.9999999999999995e-05,240.509364,6.451511961038962,781.452569082589,0.0,3237.0,491.8766233766234,319226.62763535173,0.0,4505439.0,70880.25324675324,203311911800.85156,0.0,1689.0,30.69753086419753,29819.655426002133,0.0,3121.0,50.83333333333334,92390.97839506171,1,0,140,0,0,0,11,1,0,1,0,1,7,22,10,False
23,80,55,4,140,35,1.4999999999999999e-05,213.238207,6.220328317460316,700.6809137851521,0.0,3941.0,274.6825396825397,170417.77223481983,0.0,112458.0,19771.13492063492,579319798.2278281,0.0,50.0,10.692857142857145,62.79852040816325,1.0,82.0,16.292857142857144,293.3928061224491,0,0,117,0,0,0,6,0,0,1,0,2,14,23,12,False
24,80,51,5,124,31,8.3e-05,223.19961600000002,10.291779678899085,1330.9797466885325,0.0,4931.0,310.5963302752294,322209.02971130377,0.0,5794635.0,84206.40366972476,311026838702.5527,0.0,2742.0,36.403225806451616,61079.32127991676,0.0,4303.0,57.79032258064516,150709.92377731527,3,0,103,0,0,0,3,0,0,0,0,1,14,21,8,False
25,80,39,3,105,27,1.4000000000000001e-05,496.71885499999996,8.291966946808513,2727.7654807587664,0.0,3237.0,244.59574468085103,203401.581258488,0.0,4459194.0,82538.20212765958,217641218534.28897,0.0,1651.0,35.76190476190476,28944.486167800453,1.0,3098.0,59.514285714285705,95923.10693877554,0,0,89,0,0,0,3,0,0,0,0,1,12,16,11,False
26,80,39,3,109,31,9e-06,235.41810800000002,11.817555268041234,1725.8862667682458,0.0,1731.0,249.4639175257732,85623.34148156023,0.0,729945.0,38385.0824742268,6179940293.5189705,0.0,309.0,16.339449541284402,926.8664253850686,0.0,530.0,27.89908256880734,2928.971467048228,1,0,83,0,0,0,11,0,1,1,0,1,11,26,11,False
27,80,51,2,127,32,1.7e-05,250.092321,8.155949370689656,1173.2180543777106,0.0,12033.0,501.2758620689655,1706415.7514863259,0.0,3383976.0,79178.68965517242,188568169471.9037,0.0,1770.0,37.26771653543307,41137.361398722795,0.0,2409.0,55.51968503937008,87423.66693533388,3,0,101,1,0,2,10,0,1,0,0,1,8,26,12,False
28,80,41,1,109,32,1.4999999999999999e-05,209.098602,5.856144021739131,697.5698127187178,0.0,3501.0,266.25,218325.9266304348,0.0,6675453.0,96917.54347826086,476195198545.9874,0.0,2378.0,32.69724770642202,50995.8257722414,0.0,4627.0,60.51376146788991,193417.3507280532,1,0,85,0,0,0,5,0,0,0,0,2,16,24,12,False
29,80,40,4,105,28,1.4999999999999999e-05,276.786608,9.266201721649486,1472.5576473401352,0.0,3652.0,314.3814432989691,326707.57615049416,0.0,288116.0,25069.77319587629,1290879623.7011373,0.0,101.0,12.304761904761904,133.7928344671202,1.0,212.0,20.323809523809523,654.2760997732425,0,0,86,0,0,1,9,0,0,1,0,1,7,19,11,False
30,80,50,3,112,28,0.000225,120.052903,4.99345492079208,329.9663545731376,0.0,7058.0,291.36633663366337,507734.84599549073,0.0,14049016.0,164629.20792079208,1928930761415.1948,0.0,6551.0,71.04464285714286,378453.5069355868,1.0,12777.0,134.17857142857142,1440652.5216836738,0,0,97,0,0,1,3,0,0,0,0,0,11,15,7,False
31,80,37,8,120,21,7.2e-05,209.681053,9.542770482758618,1061.813468196715,0.0,2688.0,270.8965517241379,103745.19619500596,0.0,957832.0,28423.310344827587,8086176698.231272,0.0,783.0,17.733333333333334,4979.562222222223,1.0,1789.0,33.0,26218.583333333336,0,0,106,0,0,0,8,0,0,0,0,2,4,14,11,False
32,80,47,4,116,30,7.3e-05,242.126683,11.929495844036696,1405.5162118829207,0.0,9728.0,429.11009174311926,1163827.4924669643,0.0,290477.0,24612.541284403665,1200303789.1290298,0.0,92.0,12.672413793103447,112.30648038049942,0.0,205.0,20.206896551724142,586.3020214030918,3,0,95,2,0,0,9,0,0,2,0,1,4,21,11,False
33,80,53,4,138,25,7.5e-05,247.39669700000002,18.218361325757574,2077.9757745321926,0.0,10490.0,651.219696969697,1881563.656278696,0.0,3619394.0,55254.719696969696,100156338934.0806,0.0,857.0,20.78985507246377,5517.571781138417,0.0,2532.0,41.40579710144928,46825.864314219696,2,1,124,0,0,0,3,0,0,0,0,1,7,13,11,False
34,80,33,2,98,25,1.3000000000000001e-05,270.842421,6.975269204301075,1191.0498973212214,0.0,4932.0,234.11827956989245,291509.41611747025,0.0,86794.0,23396.182795698925,611139904.7945428,0.0,27.0,11.93877551020408,58.56768013327782,0.0,68.0,19.683673469387763,326.91014160766355,4,0,83,0,0,0,7,0,0,0,1,1,2,15,14,False
35,80,40,3,129,27,1.4000000000000001e-05,208.14303600000002,4.052335268907563,434.84370974685913,0.0,6725.0,436.18487394957987,824572.4868300261,0.0,192300.0,23153.93277310924,823431870.9702705,0.0,75.0,12.596899224806199,117.29487410612343,0.0,141.0,19.62015503875969,460.56114416200967,2,0,111,0,0,0,6,0,0,1,0,2,7,18,18,False
36,80,47,4,164,21,1.4999999999999999e-05,329.061149,13.253718666666668,3201.340516884801,0.0,59838.0,2108.647435897436,82394797.65133959,0.0,8777373.0,82291.86538461539,490618796279.2703,0.0,4051.0,40.884146341463406,99364.07804134443,0.0,7744.0,69.87804878048779,362853.00951814384,4,0,138,0,0,0,16,0,1,0,0,1,4,26,11,False
37,80,56,1,213,40,0.00046399999999999995,266.94934700000005,9.201862744791667,1151.4385743763519,0.0,44744.0,966.9166666666665,12156288.35763889,0.0,94948.0,13132.65625,445624615.63183624,0.0,92.0,8.924882629107982,76.69858273270295,0.0,94.0,12.469483568075118,237.4791156957393,6,0,172,0,0,0,16,0,0,1,0,2,16,41,11,False
38,80,52,2,225,27,0.003415,250.005934,13.964192511520741,1567.1085730714685,0.0,7844.0,899.552995391705,1366009.9983435622,0.0,650195.0,17218.433179723503,2532678644.918347,0.0,289.0,11.213333333333333,419.5900444444445,0.0,475.0,16.115555555555556,1268.2355358024695,3,0,198,0,0,0,17,0,0,0,0,1,6,27,8,False
39,80,50,3,219,25,0.004522,399.174105,14.71389778095238,2302.076918235711,0.0,3652.0,681.7714285714286,433685.9287074831,0.0,2334003.0,38032.16666666666,44136324863.396034,0.0,2508.0,26.28767123287671,30741.06336398324,0.0,4334.0,44.365296803652974,96404.03094180688,7,0,189,0,0,0,17,0,0,0,0,1,5,30,10,False
40,80,63,3,197,26,0.000213,250.085212,10.303106860103627,1012.9991996250644,0.0,4714.0,628.3212435233161,424851.3579424951,0.0,1899286.0,21967.544041450776,18752594718.1548,0.0,855.0,13.3502538071066,3649.2021953670533,1.0,1502.0,20.19796954314721,11404.75776237471,0,1,171,0,0,0,17,3,0,1,0,1,3,25,11,False
41,80,40,2,105,26,0.00011399999999999999,293.94888100000003,16.742959339805825,3290.1691639113733,0.0,5638.0,292.6601941747573,388808.1855028749,0.0,187151.0,25582.009708737867,917698678.5921386,0.0,68.0,12.81904761904762,82.20535147392292,1.0,133.0,22.095238095238095,465.6480725623581,0,1,90,0,3,0,5,2,0,0,0,2,2,14,11,False
42,80,42,2,132,30,0.00018,244.94392599999998,10.848366917355369,1456.6117467453396,0.0,12017.0,711.9834710743802,3477886.677412745,0.0,655899.0,27898.84297520661,3908974441.520799,0.0,235.0,14.136363636363635,460.79958677685966,0.0,456.0,22.16666666666667,1755.3964646464635,2,0,110,1,0,2,7,0,1,2,0,1,6,22,8,False
43,80,29,3,96,19,1.3000000000000001e-05,293.766043,5.9468872210526325,974.8104959276892,0.0,9340.0,503.7894736842105,2058326.545152355,0.0,2784459.0,64152.41052631579,81232053649.65254,0.0,1016.0,27.63541666666667,10704.481662326389,1.0,2025.0,49.65625,42378.28808593752,0,0,88,0,0,0,6,0,0,0,0,0,2,8,10,False
44,80,46,1,191,24,0.00021600000000000002,240.088693,11.748565795698926,1472.8138369049545,0.0,44909.0,1451.8763440860214,29301728.516967274,0.0,273230.0,20799.172043010756,1615321401.0134122,0.0,112.0,12.86387434554974,276.05476823551993,1.0,191.0,18.7434554973822,811.7509388448782,0,0,159,0,0,0,26,0,0,0,0,1,5,32,14,False
45,80,70,6,222,21,1.4000000000000001e-05,197.657847,10.349069446511628,850.8481075350774,0.0,17995.0,916.2418604651162,2431871.5880151433,0.0,6004043.0,84157.83255813952,315502633028.5209,0.0,2160.0,33.711711711711715,39475.22319616917,1.0,4438.0,63.37837837837838,165450.40637935232,0,1,199,0,0,1,13,0,0,0,0,0,8,22,8,False
46,80,67,6,196,29,0.00022200000000000003,251.846606,9.945331281914893,1224.1065478115015,0.0,11957.0,684.8510638297872,1181531.1054775915,0.0,2875255.0,51172.787234042546,67326986971.86962,0.0,1255.0,25.18367346938776,12310.751978342343,0.0,2196.0,39.198979591836725,35244.557345897556,6,0,158,3,0,0,23,1,1,0,0,0,4,38,14,False
47,80,61,9,150,26,6.7e-05,308.981025,10.470632618055557,1460.5089248305926,0.0,3599.0,345.5694444444445,192806.23128858022,0.0,227717.0,19402.64583333333,831274188.5203996,0.0,79.0,10.886666666666667,83.96715555555556,0.0,161.0,17.113333333333333,413.08715555555574,3,2,116,4,0,0,17,4,0,0,0,1,3,32,18,False
48,80,53,5,143,32,0.000294,208.147084,7.507260923664122,618.7497721339196,0.0,6760.0,552.1374045801526,1180716.8360818138,0.0,773449.0,28633.015267175568,5974205208.457782,0.0,353.0,13.769230769230768,1094.5131791285637,0.0,561.0,22.643356643356643,3080.327350970706,1,0,111,0,0,0,18,1,0,0,0,0,12,32,17,False
49,80,41,3,114,29,0.000446,328.328415,10.10450313,1640.5779184051748,0.0,8672.0,396.08,1154833.4136,0.0,98213.0,22130.85,634656482.8474997,0.0,54.0,10.87719298245614,72.3182517697753,0.0,76.0,17.456140350877188,330.63404124345965,1,2,87,0,0,0,4,4,1,1,0,1,13,25,14,False
50,80,42,3,125,29,0.000487,63.013064,2.4313166160714283,45.62211694439412,0.0,6725.0,377.9553571428572,674335.5605070154,0.0,1736985.0,40944.65178571428,27167221514.33409,0.0,784.0,19.944000000000003,5031.188864,0.0,1203.0,30.631999999999998,11879.256575999994,0,0,99,0,0,1,6,6,1,0,0,0,12,26,14,False
51,80,45,4,123,26,0.00022400000000000002,483.19155199999994,15.470932168067227,3232.4197558880805,0.0,9892.0,580.655462184874,1452454.2090247863,0.0,8609526.0,114608.8487394958,619357702362.1115,0.0,875.0,27.40650406504065,6885.460770705268,1.0,5907.0,81.869918699187,281920.926168286,0,0,99,0,0,1,16,2,0,0,0,1,4,24,10,False
52,80,46,2,115,28,0.000239,240.50502999999998,8.376266764705884,1218.2518385709352,0.0,3000.0,275.343137254902,209078.59794309878,0.0,98213.0,23771.950980392157,655280008.3211267,0.0,37.0,11.243478260869567,65.22767485822304,0.0,73.0,18.495652173913047,343.6065028355388,2,0,91,0,0,0,8,0,0,1,0,2,11,24,13,False
53,80,44,3,117,34,0.00018899999999999999,346.896765,6.169761819047618,1244.854152075331,0.0,5672.0,287.18095238095236,319639.55773242627,0.0,1436214.0,46893.79047619048,27244268923.137047,0.0,613.0,21.897435897435894,5016.861275476659,1.0,995.0,33.324786324786324,11810.851778800496,0,0,99,0,0,0,4,0,0,2,0,2,10,18,9,False
54,80,31,0,99,22,7.5e-05,278.1821,12.187816430107526,2224.2477218452327,0.0,4932.0,305.73118279569894,314016.60515666555,0.0,720112.0,31026.66666666667,5745652323.899641,0.0,313.0,15.242424242424242,955.7392102846646,0.0,514.0,24.92929292929293,2746.9141924293444,3,0,87,0,0,0,4,0,0,0,0,1,4,12,10,False
55,80,44,7,117,29,9.1e-05,249.95125699999997,10.564749981981985,1469.6393236990257,0.0,9910.0,384.0900900900901,1004731.9918837756,0.0,897306.0,46296.51351351351,14126295836.790356,0.0,416.0,22.43589743589743,2808.536489151873,1.0,677.0,36.06837606837607,7578.542333260283,0,0,103,0,0,0,6,0,0,0,0,1,7,14,13,False
56,80,42,6,110,24,7e-05,240.108977,12.433995514018696,1225.1528881068275,0.0,9666.0,392.85981308411215,1141553.0364223954,0.0,1076575.0,47859.82242990653,13957546424.725477,0.0,418.0,22.43636363636364,2172.9914049586773,0.0,785.0,38.527272727272724,7585.5583471074415,2,0,94,1,0,0,6,4,1,0,0,1,1,16,11,False
57,80,34,2,97,20,0.000129,95.672371,5.942876489583332,349.0607684467438,0.0,2001.0,241.61458333333331,67907.75770399303,0.0,438058.0,42203.71875,6181635826.764649,1.0,228.0,20.824742268041238,1280.8661919438835,0.0,317.0,34.51546391752577,3493.734296949729,0,0,89,2,0,0,5,0,1,0,0,0,0,8,11,False
58,80,40,2,108,21,0.000327,125.88065900000001,5.198114518867923,282.00983589395383,0.0,3513.0,307.39622641509436,185704.2392310431,0.0,2436317.0,52628.660377358494,57730396699.299736,0.0,893.0,22.777777777777782,7598.765432098763,0.0,1695.0,40.407407407407405,27629.222908093296,1,0,96,0,0,0,8,0,0,1,0,2,0,12,11,False
59,80,29,0,90,20,9.1e-05,80.015015,2.8813768988764044,108.77524464727112,0.0,1652.0,239.86516853932582,85211.98182047723,0.0,287885.0,28419.67415730337,1404785539.3882089,0.0,137.0,14.8,230.49333333333328,0.0,220.0,23.944444444444446,774.4302469135803,2,0,84,0,0,0,3,0,0,0,0,1,0,6,10,False
60,80,32,1,97,16,1.4000000000000001e-05,16.867003,1.236523159574468,9.116403565736583,0.0,850.0,175.6595744680851,19135.1607062019,0.0,228589.0,24762.382978723403,1017372303.5554547,1.0,108.0,12.484536082474227,140.2703794239559,0.0,163.0,20.51546391752577,521.7961526198321,6,0,86,0,0,0,5,0,0,0,0,0,0,11,13,False
61,80,4,0,4,3,0.006201,0.206576,0.12891,0.006017036331499999,0.0,211.0,123.25,5882.187499999999,0.0,27074.0,13009.25,165708879.6875,1.0,15.0,8.5,32.75,1.0,23.0,12.5,92.75,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,True
62,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
63,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
64,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
65,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
66,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
67,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
68,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
69,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
70,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
71,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
72,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
73,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
74,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
75,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
76,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
77,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
78,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
79,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
80,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
81,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
82,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
