window,normalized score,prob density score
728,N/A,10.64727813537721
727,N/A,11.699582651526946
723,N/A,12.031483690837996
729,N/A,12.192739977855817
741,N/A,12.23877250607492
724,N/A,12.42523919533341
732,N/A,12.536756953235729
740,N/A,12.545413687700858
731,N/A,12.546098075463664
736,N/A,12.547057135438765
730,N/A,12.712469469390431
733,N/A,12.713649641488535
735,N/A,12.715916814800552
739,N/A,12.716784197644046
738,N/A,12.718407300117494
734,N/A,12.7188536724215
737,N/A,12.719469917311283
726,N/A,12.80738105260221
722,N/A,12.966569698263347
725,N/A,13.074741606277684
721,N/A,13.115555139350606
720,N/A,13.35062577856952
47,N/A,14.062161305274474
42,N/A,15.152750116073017
51,N/A,15.300249107180335
37,N/A,15.35458715253194
3,N/A,15.372982981241051
46,N/A,15.434803284396555
20,N/A,15.552390895352161
61,N/A,15.587540561891572
62,N/A,15.587540561891572
63,N/A,15.587540561891572
64,N/A,15.587540561891572
65,N/A,15.587540561891572
66,N/A,15.587540561891572
67,N/A,15.587540561891572
68,N/A,15.587540561891572
69,N/A,15.587540561891572
70,N/A,15.587540561891572
71,N/A,15.587540561891572
72,N/A,15.587540561891572
73,N/A,15.587540561891572
74,N/A,15.587540561891572
75,N/A,15.587540561891572
76,N/A,15.587540561891572
77,N/A,15.587540561891572
78,N/A,15.587540561891572
79,N/A,15.587540561891572
80,N/A,15.587540561891572
81,N/A,15.587540561891572
82,N/A,15.587540561891572
83,N/A,15.587540561891572
84,N/A,15.587540561891572
85,N/A,15.587540561891572
86,N/A,15.587540561891572
87,N/A,15.587540561891572
88,N/A,15.587540561891572
89,N/A,15.587540561891572
90,N/A,15.587540561891572
91,N/A,15.587540561891572
92,N/A,15.587540561891572
93,N/A,15.587540561891572
94,N/A,15.587540561891572
95,N/A,15.587540561891572
96,N/A,15.587540561891572
97,N/A,15.587540561891572
98,N/A,15.587540561891572
99,N/A,15.587540561891572
100,N/A,15.587540561891572
101,N/A,15.587540561891572
102,N/A,15.587540561891572
103,N/A,15.587540561891572
104,N/A,15.587540561891572
105,N/A,15.587540561891572
106,N/A,15.587540561891572
107,N/A,15.587540561891572
108,N/A,15.587540561891572
109,N/A,15.587540561891572
110,N/A,15.587540561891572
111,N/A,15.587540561891572
112,N/A,15.587540561891572
113,N/A,15.587540561891572
114,N/A,15.587540561891572
115,N/A,15.587540561891572
116,N/A,15.587540561891572
117,N/A,15.587540561891572
118,N/A,15.587540561891572
119,N/A,15.587540561891572
120,N/A,15.587540561891572
121,N/A,15.587540561891572
122,N/A,15.587540561891572
123,N/A,15.587540561891572
124,N/A,15.587540561891572
125,N/A,15.587540561891572
126,N/A,15.587540561891572
127,N/A,15.587540561891572
128,N/A,15.587540561891572
129,N/A,15.587540561891572
130,N/A,15.587540561891572
131,N/A,15.587540561891572
132,N/A,15.587540561891572
133,N/A,15.587540561891572
134,N/A,15.587540561891572
135,N/A,15.587540561891572
136,N/A,15.587540561891572
137,N/A,15.587540561891572
138,N/A,15.587540561891572
139,N/A,15.587540561891572
140,N/A,15.587540561891572
141,N/A,15.587540561891572
142,N/A,15.587540561891572
143,N/A,15.587540561891572
144,N/A,15.587540561891572
145,N/A,15.587540561891572
146,N/A,15.587540561891572
147,N/A,15.587540561891572
148,N/A,15.587540561891572
149,N/A,15.587540561891572
150,N/A,15.587540561891572
151,N/A,15.587540561891572
152,N/A,15.587540561891572
153,N/A,15.587540561891572
154,N/A,15.587540561891572
155,N/A,15.587540561891572
156,N/A,15.587540561891572
157,N/A,15.587540561891572
158,N/A,15.587540561891572
159,N/A,15.587540561891572
160,N/A,15.587540561891572
161,N/A,15.587540561891572
162,N/A,15.587540561891572
163,N/A,15.587540561891572
164,N/A,15.587540561891572
165,N/A,15.587540561891572
166,N/A,15.587540561891572
167,N/A,15.587540561891572
168,N/A,15.587540561891572
169,N/A,15.587540561891572
170,N/A,15.587540561891572
171,N/A,15.587540561891572
172,N/A,15.587540561891572
173,N/A,15.587540561891572
174,N/A,15.587540561891572
175,N/A,15.587540561891572
176,N/A,15.587540561891572
177,N/A,15.587540561891572
178,N/A,15.587540561891572
179,N/A,15.587540561891572
180,N/A,15.587540561891572
181,N/A,15.587540561891572
182,N/A,15.587540561891572
183,N/A,15.587540561891572
184,N/A,15.587540561891572
185,N/A,15.587540561891572
186,N/A,15.587540561891572
187,N/A,15.587540561891572
188,N/A,15.587540561891572
189,N/A,15.587540561891572
190,N/A,15.587540561891572
191,N/A,15.587540561891572
192,N/A,15.587540561891572
193,N/A,15.587540561891572
194,N/A,15.587540561891572
195,N/A,15.587540561891572
196,N/A,15.587540561891572
197,N/A,15.587540561891572
198,N/A,15.587540561891572
199,N/A,15.587540561891572
200,N/A,15.587540561891572
201,N/A,15.587540561891572
202,N/A,15.587540561891572
203,N/A,15.587540561891572
204,N/A,15.587540561891572
205,N/A,15.587540561891572
206,N/A,15.587540561891572
207,N/A,15.587540561891572
208,N/A,15.587540561891572
209,N/A,15.587540561891572
210,N/A,15.587540561891572
211,N/A,15.587540561891572
212,N/A,15.587540561891572
213,N/A,15.587540561891572
214,N/A,15.587540561891572
215,N/A,15.587540561891572
216,N/A,15.587540561891572
217,N/A,15.587540561891572
218,N/A,15.587540561891572
219,N/A,15.587540561891572
220,N/A,15.587540561891572
221,N/A,15.587540561891572
222,N/A,15.587540561891572
223,N/A,15.587540561891572
224,N/A,15.587540561891572
225,N/A,15.587540561891572
226,N/A,15.587540561891572
227,N/A,15.587540561891572
228,N/A,15.587540561891572
229,N/A,15.587540561891572
230,N/A,15.587540561891572
231,N/A,15.587540561891572
232,N/A,15.587540561891572
233,N/A,15.587540561891572
234,N/A,15.587540561891572
235,N/A,15.587540561891572
236,N/A,15.587540561891572
237,N/A,15.587540561891572
238,N/A,15.587540561891572
239,N/A,15.587540561891572
240,N/A,15.587540561891572
241,N/A,15.587540561891572
242,N/A,15.587540561891572
243,N/A,15.587540561891572
244,N/A,15.587540561891572
245,N/A,15.587540561891572
246,N/A,15.587540561891572
247,N/A,15.587540561891572
248,N/A,15.587540561891572
249,N/A,15.587540561891572
250,N/A,15.587540561891572
251,N/A,15.587540561891572
252,N/A,15.587540561891572
253,N/A,15.587540561891572
254,N/A,15.587540561891572
255,N/A,15.587540561891572
256,N/A,15.587540561891572
257,N/A,15.587540561891572
258,N/A,15.587540561891572
259,N/A,15.587540561891572
260,N/A,15.587540561891572
261,N/A,15.587540561891572
262,N/A,15.587540561891572
263,N/A,15.587540561891572
264,N/A,15.587540561891572
265,N/A,15.587540561891572
266,N/A,15.587540561891572
267,N/A,15.587540561891572
268,N/A,15.587540561891572
269,N/A,15.587540561891572
270,N/A,15.587540561891572
271,N/A,15.587540561891572
272,N/A,15.587540561891572
273,N/A,15.587540561891572
274,N/A,15.587540561891572
275,N/A,15.587540561891572
276,N/A,15.587540561891572
277,N/A,15.587540561891572
278,N/A,15.587540561891572
