window,score
35,10.905592157746883
506,13.417044021101795
169,13.658717300092851
147,13.776923889300296
533,14.256287292439678
25,14.406090707879539
334,14.550979326217215
207,15.30737512205599
560,15.396408543484846
198,15.409251579589696
545,15.626824830978615
213,15.657197380227842
564,15.690814013810892
202,15.72886642536489
448,15.859387774997044
464,15.926062064485787
439,15.952177094641621
421,15.99033930026619
445,16.012835956617398
355,16.078961481473947
428,16.095062530849017
443,16.110996806493333
520,16.20578767218461
563,16.21031273882036
453,16.225002854823092
420,16.25700207918126
450,16.267835036396153
516,16.274319035484563
446,16.29055716177825
552,16.304813327022746
425,16.309739100271557
440,16.346636720706627
559,16.353643836490317
521,16.358138190125075
561,16.39355433106857
468,16.402918459910403
419,16.41259118062134
452,16.423235233669374
423,16.4265619404039
550,16.441864904158926
422,16.456096149872014
438,16.46479408207148
557,16.470503154697333
463,16.480490664325853
418,16.48049231918507
427,16.498949064421048
459,16.505543789927522
444,16.515397919215577
461,16.533908438062973
426,16.538005827901316
442,16.545584708078557
457,16.564581643385544
451,16.565561475493993
449,16.567979916422267
435,16.57858782531578
553,16.58467997634658
424,16.585893956779188
465,16.615512967462692
456,16.6169899918936
500,16.65092899221761
417,16.671057096887132
551,16.67218747264363
280,16.67350612889002
462,16.679312763206998
562,16.697885293078322
490,16.702197433547358
554,16.726027544648463
455,16.74807378601279
558,16.75572187090356
479,16.763186827309372
549,16.806100204882156
548,16.80656242976704
437,16.809163030149843
466,16.8174207414711
555,16.820107643063835
390,16.820158240799184
556,16.83134703874322
547,16.832289264492225
458,16.83387622969803
546,16.842866372579394
460,16.85518607940878
416,16.8663023373654
454,16.873683788583865
489,16.881055966561906
517,16.883182014202536
430,16.91515008190602
441,16.922502697457315
157,16.927551872087125
503,16.95696976543623
49,16.988219877851364
565,16.992900992009208
509,17.006100476890605
271,17.00634107299601
543,17.04046569599075
431,17.092348589494268
429,17.09577318144458
488,17.12573932080108
498,17.14430361925563
436,17.144333335046607
538,17.149222510489974
512,17.15036394178437
495,17.15074544472074
3,17.1578749158816
540,17.158597286622626
241,17.163869940672146
510,17.167298688590765
515,17.183117555756127
393,17.183832096014257
522,17.1842998465302
329,17.1968687768343
514,17.217580397398564
303,17.22837196004844
483,17.22973921369781
529,17.249215163599537
530,17.25073875211521
215,17.25096500844434
20,17.260608367393488
18,17.265309392073583
284,17.278884835782545
139,17.322407575954617
478,17.322528353076656
396,17.323032964200486
288,17.329583582247313
447,17.349801738072138
536,17.354982228250048
380,17.35543622997508
364,17.35968388670056
492,17.3658272813816
244,17.36780087073604
360,17.36884054160523
298,17.37258540960954
414,17.376243210466033
432,17.38232936163028
212,17.382771736430062
467,17.38693155911427
361,17.38917076103123
373,17.397435133733914
508,17.39821201554919
484,17.403184385033043
10,17.417658404285152
477,17.420245942259264
434,17.434226005508513
379,17.437232635659505
513,17.448966392777724
281,17.456096266837175
251,17.4560962669334
407,17.466233732922845
381,17.470369619966124
472,17.47195746948023
511,17.472346007334405
285,17.48104831246666
168,17.48751231751561
525,17.489989884242778
222,17.494583340433433
400,17.495288423939844
675,17.495444436077953
166,17.498341508559594
200,17.501111093683054
676,17.503253269537584
674,17.503862991091328
527,17.509616758592028
382,17.514736825304738
493,17.523703797441772
91,17.52376359900665
99,17.52407542517452
96,17.524079331782765
471,17.527402408614495
181,17.527877787865503
254,17.53027063275284
665,17.530605290127053
21,17.53137321549064
507,17.532525411010916
433,17.532897383296884
165,17.53796808443564
485,17.538350952498092
4,17.53861970328936
566,17.539781434760936
177,17.54343731282095
541,17.543810814662365
499,17.545851435937088
567,17.546585235527196
201,17.548065737862526
370,17.54858233692985
5,17.550021538209897
415,17.554183625892286
622,17.555731561647935
148,17.556306528369568
220,17.55660038281421
532,17.578898881621683
526,17.581424493612943
501,17.583045885256894
194,17.583698568229323
482,17.584929828245745
470,17.591899070807717
523,17.592274606867907
502,17.59850891878809
469,17.60565721961942
496,17.60903059665839
539,17.609364543809583
494,17.60980418824491
491,17.61640113481302
9,17.61949767832271
232,17.61949767832271
481,17.621613624825855
291,17.624631391489217
480,17.625858531473998
519,17.635099737287053
149,17.63714616482619
534,17.63735689975059
486,17.64340441008947
164,17.64404944753157
253,17.644740563590368
476,17.645768430023566
487,17.64838756507639
542,17.650379540461934
163,17.65216115418855
306,17.652601589612814
153,17.652974808846327
474,17.654519568956534
475,17.655052155877616
473,17.65545567563505
182,17.657790935764606
568,17.658741745587836
106,17.659126953261943
599,17.659136163416576
593,17.659136546682433
46,17.659137890774847
592,17.65921047889897
595,17.659211558253098
601,17.659211734318212
186,17.659211795143026
114,17.65927224052328
44,17.659317194670304
589,17.65933512998293
102,17.659336079252267
196,17.659344477679415
36,17.65934514424268
94,17.659346619520147
41,17.659351549218137
108,17.659370676287047
193,17.660356871197195
544,17.660782001589556
39,17.66108514959084
497,17.662406650080772
83,17.662567572911428
0,17.662621532898324
173,17.66454680640762
8,17.664939289016544
13,17.665086328669283
606,17.66535748959242
518,17.66540624226266
535,17.66764824904088
126,17.668074909801476
184,17.669297511026745
104,17.678867314340025
23,17.678867314372102
88,17.678867314372102
92,17.678867314372102
613,17.678867314372102
146,17.678867314404172
623,17.678867314404172
26,17.678867314436257
84,17.678867314436257
604,17.678867314436257
97,17.67886731453247
610,17.67886731453247
616,17.67886731453247
659,17.67886731453247
30,17.67886731456455
34,17.67886731456455
81,17.67886731456455
128,17.67886731456455
135,17.67886731456455
573,17.67886731456455
663,17.67886731456455
677,17.67886731456455
686,17.67886731456455
695,17.67886731456455
699,17.67886731456455
100,17.678867314596626
132,17.678867314596626
142,17.678867314596626
681,17.678867314596626
693,17.678867314596626
569,17.67886731466079
65,17.678867314724936
72,17.678867314724936
631,17.678867314724936
618,17.678867320979805
299,17.680104203801545
607,17.681665662843514
537,17.682417932736882
626,17.683130573196586
576,17.683131050270507
504,17.68366404884094
410,17.684148154811492
261,17.68414815500394
528,17.684910937384927
670,17.68523585592433
15,17.691769533522287
591,17.692935717393162
103,17.692971150477703
634,17.69364063518076
229,17.694027300746598
45,17.69411742034405
43,17.69416701964825
302,17.694368994238562
11,17.694522267585295
40,17.69467915987929
137,17.694756242251334
6,17.695515311878616
117,17.695696477308307
301,17.69573737709918
