percentile,score
0.0,10.905592157746883
0.05,11.788367487716133
0.1,12.671142817685386
0.2,13.515163372372164
0.3,13.671601818316462
0.4,13.754701050529295
0.5,14.023796041917077
0.6,14.288944437005568
0.7,14.39425623805979
0.8,14.496501205722247
0.9,14.798320751456494
1.0,15.310046124698857
2.0,15.863388232366368
3.0,16.119527984405547
4.0,16.29226790160759
5.0,16.404369368017043
6.0,16.472300906430466
7.0,16.539597392738536
8.0,16.59300251934323
9.0,16.684327346272255
10.0,16.80623887234762
11.0,16.83281296301014
12.0,16.89469051857579
13.0,17.006194309371715
14.0,17.14638678873282
15.0,17.17441717881518
16.0,17.239087669650637
17.0,17.32246917228686
18.0,17.36300131982832
19.0,17.38514283536006
20.0,17.428633980208815
21.0,17.47136996516001
22.0,17.495391391950996
23.0,17.520924036079293
24.0,17.53051158606227
25.0,17.53949100189304
26.0,17.549704913928288
27.0,17.582737820844542
28.0,17.608490856332153
29.0,17.62423908182298
30.0,17.644671451984486
31.0,17.65441143574882
32.0,17.6591365313518
33.0,17.659316745128834
34.0,17.65939040018525
35.0,17.664566430538066
36.0,17.67006309529181
37.0,17.6788673144077
38.0,17.678867314536962
39.0,17.67886731456455
40.0,17.678867314596626
41.0,17.679151804028805
42.0,17.68414815486153
43.0,17.69375276819485
44.0,17.694999144532062
45.0,17.702193798037165
46.0,17.714783135251896
47.0,17.722050390339774
48.0,17.728709389904424
49.0,17.745065522281134
50.0,17.75661431010653
51.0,17.768935319425886
52.0,17.770884546151677
53.0,17.78350640660663
54.0,17.78350640660663
55.0,17.784277194659804
56.0,17.799505937953267
57.0,17.822067603470508
58.0,17.82209968230039
59.0,17.858434759216873
60.0,17.858434759216873
61.0,17.878199964911566
62.0,17.91425932237288
63.0,17.953062137685297
64.0,17.985026277249556
65.0,17.985026277249556
66.0,17.985026277249556
67.0,18.002251924092594
68.0,18.023323449930757
69.0,18.041890984868562
70.0,18.045735606568165
71.0,18.046905612937053
72.0,18.04692434202269
73.0,18.048424549680607
74.0,18.04899613284287
75.0,18.04901808414082
76.0,18.049526352516605
77.0,18.049526352516605
78.0,18.04952885994967
79.0,18.05022784754357
80.0,18.050443494154486
81.0,18.051593279514307
82.0,18.052021871739278
83.0,18.05222132244188
84.0,18.07344759453636
85.0,18.076106638277025
86.0,18.076203522236458
87.0,18.07628558141829
88.0,18.076347694340722
89.0,18.076546157315757
90.0,18.076546438567537
91.0,18.076546497986023
92.0,18.076546559988493
93.0,18.076546728942958
94.0,18.076546935609496
95.0,18.07654747040998
96.0,18.07677469719538
97.0,18.0783137627147
98.0,18.078313762746777
99.0,18.07831376517466
100.0,18.082577014710466
