window,score
532,13.12477650564987
785,14.412063632998475
33,14.864154019203752
26,14.968374953679442
390,14.97750372838663
597,15.217914057823315
427,15.320184108400225
628,15.343017628642723
413,15.349414005531946
5,15.543411272655844
428,15.669044185492428
605,15.859032782888765
388,15.897926018784416
299,15.943621525006492
322,16.02708595864106
387,16.276095919160525
405,16.30002855804787
1016,16.34275779119962
449,16.41133381192096
24,16.421524239192507
577,16.43235838807569
537,16.47957526653195
653,16.50079931058942
550,16.54459455677793
369,16.558136179168866
652,16.564633065100104
354,16.59673585718892
934,16.600844942064608
453,16.633994607764542
350,16.653841627627585
695,16.671880532432432
466,16.682234141201814
370,16.703074796718948
426,16.716469071961612
295,16.751727846164087
672,16.76640739724332
430,16.776240881211542
548,16.795494564793458
404,16.81282456318904
572,16.813813358618507
520,16.82825148113559
328,16.902073279929986
581,16.903194166131648
358,16.916402262997746
6,16.926897521421427
359,16.931096762853386
431,16.95223717528734
320,16.954812501489183
4,16.959530902301893
582,16.96362955604734
585,16.96484112232104
591,16.979620074963847
319,16.98264240451364
9,16.99573995567964
394,17.009400355518014
490,17.026077778376706
746,17.03640893355886
647,17.042740251004222
296,17.04584301113007
227,17.05609741860271
323,17.071517954787506
900,17.08864551954619
391,17.089880712505853
656,17.104890075736407
0,17.107669412377668
435,17.10969968526684
686,17.111721161376067
235,17.115053746101847
689,17.124728729434256
609,17.134602441879505
629,17.14279969547939
397,17.144205777553886
516,17.146094878510727
142,17.152594280887275
236,17.158974266676942
3,17.16514830061685
424,17.174739641105592
625,17.1944127185013
926,17.207341506916073
114,17.214480848276175
704,17.21507220398103
122,17.21824034638089
535,17.22680529487712
205,17.228199971169254
593,17.22934709017004
847,17.234575033435377
344,17.235987981200214
662,17.249654193657527
409,17.25074056588782
365,17.25975257736086
574,17.263909208410467
386,17.26676693725699
680,17.2714291837418
287,17.27217866252451
410,17.27666945750597
1020,17.277407134534833
412,17.282898604036752
521,17.28333407326182
2,17.287248651359103
10,17.288716079789
148,17.30768672144765
408,17.3201253478534
366,17.323556969815943
836,17.324829366231715
153,17.325470737080817
580,17.331513291538748
471,17.33170942832748
11,17.33690291094616
