percentile,score
0.0,9.983562320315428
0.05,10.559347172476627
0.1,10.958654987235684
0.2,11.191040597433407
0.3,11.521678302777275
0.4,12.66483620603087
0.5,13.534103790793614
0.6,13.762669829680076
0.7,13.998033473699095
0.8,14.055389028340834
0.9,14.15673095399992
1.0,14.204258754205453
2.0,14.340109191379275
3.0,14.618095841642075
4.0,14.816204589094761
5.0,15.004346301904034
6.0,15.081910231257678
7.0,15.208497156158419
8.0,15.267350525529297
9.0,15.347471534727674
10.0,15.445968587595324
11.0,15.521039205489298
12.0,15.601072843539965
13.0,15.66612076129893
14.0,15.725505553914171
15.0,15.749601359424272
16.0,15.802053308049873
17.0,15.856276001337317
18.0,15.892251733208354
19.0,15.927565312418832
20.0,15.968522321663697
21.0,16.002044181481516
22.0,16.042489043371024
23.0,16.08770258932534
24.0,16.1096044217043
25.0,16.136633654080246
26.0,16.17052893021946
27.0,16.208716707035713
28.0,16.233110177100563
29.0,16.25302274892816
30.0,16.282753899408316
31.0,16.295048139273852
32.0,16.322200455898198
33.0,16.349665952503138
34.0,16.368967185283022
35.0,16.381721062791797
36.0,16.404702479526357
37.0,16.427737150154734
38.0,16.443412804765206
39.0,16.464885790194305
40.0,16.481159653585298
41.0,16.500575201552103
42.0,16.516599312804473
43.0,16.534148228388492
44.0,16.547359928730312
45.0,16.55906314423475
46.0,16.56822558634525
47.0,16.582965040312924
48.0,16.594755310524995
49.0,16.607131423136337
50.0,16.61940726119056
51.0,16.628907919820882
52.0,16.638201847207718
53.0,16.657080608482133
54.0,16.668159307173696
55.0,16.682511154276973
56.0,16.707858641934145
57.0,16.718964277434488
58.0,16.730845285119102
59.0,16.746656096470062
60.0,16.757344871734396
61.0,16.771200981131763
62.0,16.785284172708916
63.0,16.79801709943844
64.0,16.811097149414
65.0,16.819497321548646
66.0,16.827060091856445
67.0,16.840841229793114
68.0,16.855374911708054
69.0,16.865367666770958
70.0,16.882158049408694
71.0,16.895135034327456
72.0,16.908177034792338
73.0,16.917729494614765
74.0,16.92949749070364
75.0,16.937961171137918
76.0,16.947320915161026
77.0,16.955325977721277
78.0,16.966117487487423
79.0,16.975626123757113
80.0,16.986077462566506
81.0,16.998894150362407
82.0,17.003425629294775
83.0,17.0118446002645
84.0,17.01891102724722
85.0,17.028370565512873
86.0,17.040783168120285
87.0,17.050744911769755
88.0,17.05975254647524
89.0,17.077144664764436
90.0,17.08927225580874
91.0,17.09819703552865
92.0,17.111994100550255
93.0,17.132361308869175
94.0,17.16228910691969
95.0,17.18686653095931
96.0,17.210004371320522
97.0,17.22894560431649
98.0,17.264846224611198
99.0,17.297419459526544
100.0,17.388150192022557
