percentile,score
0.0,6.458832480941015
0.05,6.459200345435232
0.1,6.459568209929447
0.2,6.460303938917879
0.3,6.461039667906312
0.4,6.461775396894744
0.5,6.462511125883176
0.6,6.463246854871608
0.7,6.46398258386004
0.8,6.464718312848472
0.9,6.465454041836905
1.0,6.466189770825337
2.0,6.473547060709658
3.0,6.480904350593981
4.0,6.488261640478303
5.0,6.495618930362625
6.0,6.502976220246946
7.0,6.510333510131269
8.0,6.51769080001559
9.0,6.5250480898999115
10.0,6.532405379784234
11.0,6.539762669668555
12.0,6.5471199595528775
13.0,6.554477249437199
14.0,6.561834539321522
15.0,6.5691918292058435
16.0,6.576549119090165
17.0,6.583906408974487
18.0,6.591263698858809
19.0,6.59862098874313
20.0,6.605978278627452
21.0,6.613335568511775
22.0,6.6206928583960964
23.0,6.628050148280419
24.0,6.63540743816474
25.0,6.6427647280490625
26.0,6.650122017933384
27.0,6.657479307817706
28.0,6.664836597702028
29.0,6.672193887586349
30.0,6.679551177470671
31.0,6.686908467354994
32.0,6.6942657572393145
33.0,6.701623047123637
34.0,6.705577725652237
35.0,6.707831098502975
36.0,6.7100844713537136
37.0,6.712337844204452
38.0,6.71459121705519
39.0,6.716844589905929
40.0,6.719097962756667
41.0,6.721351335607405
42.0,6.723604708458144
43.0,6.725858081308882
44.0,6.72811145415962
45.0,6.730364827010359
46.0,6.732618199861097
47.0,6.734871572711835
48.0,6.737124945562574
49.0,6.739378318413312
50.0,6.74163169126405
51.0,6.743885064114789
52.0,6.746138436965527
53.0,6.748391809816265
54.0,6.750645182667004
55.0,6.752898555517742
56.0,6.75515192836848
57.0,6.757405301219219
58.0,6.759658674069957
59.0,6.7619120469206955
60.0,6.764165419771434
61.0,6.766418792622172
62.0,6.7686721654729105
63.0,6.770925538323649
64.0,6.773178911174387
65.0,6.7754322840251255
66.0,6.777685656875864
67.0,6.779828190802161
68.0,6.781749046879573
69.0,6.7836699029569845
70.0,6.785590759034397
71.0,6.787511615111809
72.0,6.7894324711892216
73.0,6.791353327266634
74.0,6.793274183344046
75.0,6.795195039421458
76.0,6.79711589549887
77.0,6.799036751576283
78.0,6.800957607653695
79.0,6.802878463731107
80.0,6.80479931980852
81.0,6.806720175885932
82.0,6.808641031963344
83.0,6.810561888040756
84.0,6.812482744118169
85.0,6.814403600195581
86.0,6.8163244562729925
87.0,6.818245312350404
88.0,6.820166168427818
89.0,6.82208702450523
90.0,6.824007880582641
91.0,6.825928736660054
92.0,6.827849592737467
93.0,6.829770448814879
94.0,6.831691304892291
95.0,6.833612160969703
96.0,6.835533017047116
97.0,6.837453873124528
98.0,6.83937472920194
99.0,6.841295585279352
100.0,6.843216441356764
