window,normalized score,prob density score
728,N/A,2.6083958579365882
727,N/A,2.857547179080567
741,N/A,2.8577005574516825
740,N/A,2.858758975197033
732,N/A,2.8588917491367694
731,N/A,2.85914996761199
736,N/A,2.8591503306920716
735,N/A,2.8593127192772503
730,N/A,2.8595340550981985
733,N/A,2.8595969581882845
739,N/A,2.859701467973048
729,N/A,2.8600311474196025
738,N/A,2.8605611481346087
737,N/A,2.8605933249875126
734,N/A,2.860598307769504
723,N/A,2.8679374110697857
726,N/A,2.905863269548704
722,N/A,2.9778390754424104
721,N/A,3.0289285971462028
725,N/A,3.033340128832441
724,N/A,3.0540285137413936
720,N/A,3.1111172006578376
47,N/A,4.6398097559639915
3,N/A,9.324392273680903
46,N/A,9.477226953430696
37,N/A,9.910204463394905
42,N/A,10.876432129898205
32,N/A,10.8923787936415
33,N/A,11.018576162165951
13,N/A,11.21334266164468
10,N/A,11.476545137171787
61,N/A,11.554233017319518
62,N/A,11.554233017319518
63,N/A,11.554233017319518
64,N/A,11.554233017319518
65,N/A,11.554233017319518
66,N/A,11.554233017319518
67,N/A,11.554233017319518
68,N/A,11.554233017319518
69,N/A,11.554233017319518
70,N/A,11.554233017319518
71,N/A,11.554233017319518
72,N/A,11.554233017319518
73,N/A,11.554233017319518
74,N/A,11.554233017319518
75,N/A,11.554233017319518
76,N/A,11.554233017319518
77,N/A,11.554233017319518
78,N/A,11.554233017319518
79,N/A,11.554233017319518
80,N/A,11.554233017319518
81,N/A,11.554233017319518
82,N/A,11.554233017319518
83,N/A,11.554233017319518
84,N/A,11.554233017319518
85,N/A,11.554233017319518
86,N/A,11.554233017319518
87,N/A,11.554233017319518
88,N/A,11.554233017319518
89,N/A,11.554233017319518
90,N/A,11.554233017319518
91,N/A,11.554233017319518
92,N/A,11.554233017319518
93,N/A,11.554233017319518
94,N/A,11.554233017319518
95,N/A,11.554233017319518
96,N/A,11.554233017319518
97,N/A,11.554233017319518
98,N/A,11.554233017319518
99,N/A,11.554233017319518
100,N/A,11.554233017319518
101,N/A,11.554233017319518
102,N/A,11.554233017319518
103,N/A,11.554233017319518
104,N/A,11.554233017319518
105,N/A,11.554233017319518
106,N/A,11.554233017319518
107,N/A,11.554233017319518
108,N/A,11.554233017319518
109,N/A,11.554233017319518
110,N/A,11.554233017319518
111,N/A,11.554233017319518
112,N/A,11.554233017319518
113,N/A,11.554233017319518
114,N/A,11.554233017319518
115,N/A,11.554233017319518
116,N/A,11.554233017319518
117,N/A,11.554233017319518
118,N/A,11.554233017319518
119,N/A,11.554233017319518
120,N/A,11.554233017319518
121,N/A,11.554233017319518
122,N/A,11.554233017319518
123,N/A,11.554233017319518
124,N/A,11.554233017319518
125,N/A,11.554233017319518
126,N/A,11.554233017319518
127,N/A,11.554233017319518
128,N/A,11.554233017319518
129,N/A,11.554233017319518
130,N/A,11.554233017319518
131,N/A,11.554233017319518
132,N/A,11.554233017319518
133,N/A,11.554233017319518
134,N/A,11.554233017319518
135,N/A,11.554233017319518
136,N/A,11.554233017319518
137,N/A,11.554233017319518
138,N/A,11.554233017319518
139,N/A,11.554233017319518
140,N/A,11.554233017319518
141,N/A,11.554233017319518
142,N/A,11.554233017319518
143,N/A,11.554233017319518
144,N/A,11.554233017319518
145,N/A,11.554233017319518
146,N/A,11.554233017319518
147,N/A,11.554233017319518
148,N/A,11.554233017319518
149,N/A,11.554233017319518
150,N/A,11.554233017319518
151,N/A,11.554233017319518
152,N/A,11.554233017319518
153,N/A,11.554233017319518
154,N/A,11.554233017319518
155,N/A,11.554233017319518
156,N/A,11.554233017319518
157,N/A,11.554233017319518
158,N/A,11.554233017319518
159,N/A,11.554233017319518
160,N/A,11.554233017319518
161,N/A,11.554233017319518
162,N/A,11.554233017319518
163,N/A,11.554233017319518
164,N/A,11.554233017319518
165,N/A,11.554233017319518
166,N/A,11.554233017319518
167,N/A,11.554233017319518
168,N/A,11.554233017319518
169,N/A,11.554233017319518
170,N/A,11.554233017319518
171,N/A,11.554233017319518
172,N/A,11.554233017319518
173,N/A,11.554233017319518
174,N/A,11.554233017319518
175,N/A,11.554233017319518
176,N/A,11.554233017319518
177,N/A,11.554233017319518
178,N/A,11.554233017319518
179,N/A,11.554233017319518
180,N/A,11.554233017319518
181,N/A,11.554233017319518
182,N/A,11.554233017319518
183,N/A,11.554233017319518
184,N/A,11.554233017319518
185,N/A,11.554233017319518
186,N/A,11.554233017319518
187,N/A,11.554233017319518
188,N/A,11.554233017319518
189,N/A,11.554233017319518
190,N/A,11.554233017319518
191,N/A,11.554233017319518
192,N/A,11.554233017319518
193,N/A,11.554233017319518
194,N/A,11.554233017319518
195,N/A,11.554233017319518
196,N/A,11.554233017319518
197,N/A,11.554233017319518
198,N/A,11.554233017319518
199,N/A,11.554233017319518
200,N/A,11.554233017319518
201,N/A,11.554233017319518
202,N/A,11.554233017319518
203,N/A,11.554233017319518
204,N/A,11.554233017319518
205,N/A,11.554233017319518
206,N/A,11.554233017319518
207,N/A,11.554233017319518
208,N/A,11.554233017319518
209,N/A,11.554233017319518
210,N/A,11.554233017319518
211,N/A,11.554233017319518
212,N/A,11.554233017319518
213,N/A,11.554233017319518
214,N/A,11.554233017319518
215,N/A,11.554233017319518
216,N/A,11.554233017319518
217,N/A,11.554233017319518
218,N/A,11.554233017319518
219,N/A,11.554233017319518
220,N/A,11.554233017319518
221,N/A,11.554233017319518
222,N/A,11.554233017319518
223,N/A,11.554233017319518
224,N/A,11.554233017319518
225,N/A,11.554233017319518
226,N/A,11.554233017319518
227,N/A,11.554233017319518
228,N/A,11.554233017319518
229,N/A,11.554233017319518
230,N/A,11.554233017319518
231,N/A,11.554233017319518
232,N/A,11.554233017319518
233,N/A,11.554233017319518
234,N/A,11.554233017319518
235,N/A,11.554233017319518
236,N/A,11.554233017319518
237,N/A,11.554233017319518
238,N/A,11.554233017319518
239,N/A,11.554233017319518
240,N/A,11.554233017319518
241,N/A,11.554233017319518
242,N/A,11.554233017319518
243,N/A,11.554233017319518
244,N/A,11.554233017319518
245,N/A,11.554233017319518
246,N/A,11.554233017319518
247,N/A,11.554233017319518
248,N/A,11.554233017319518
249,N/A,11.554233017319518
250,N/A,11.554233017319518
251,N/A,11.554233017319518
252,N/A,11.554233017319518
253,N/A,11.554233017319518
254,N/A,11.554233017319518
255,N/A,11.554233017319518
256,N/A,11.554233017319518
257,N/A,11.554233017319518
258,N/A,11.554233017319518
259,N/A,11.554233017319518
260,N/A,11.554233017319518
261,N/A,11.554233017319518
262,N/A,11.554233017319518
263,N/A,11.554233017319518
264,N/A,11.554233017319518
265,N/A,11.554233017319518
266,N/A,11.554233017319518
267,N/A,11.554233017319518
268,N/A,11.554233017319518
269,N/A,11.554233017319518
270,N/A,11.554233017319518
271,N/A,11.554233017319518
272,N/A,11.554233017319518
273,N/A,11.554233017319518
274,N/A,11.554233017319518
275,N/A,11.554233017319518
276,N/A,11.554233017319518
277,N/A,11.554233017319518
278,N/A,11.554233017319518
279,N/A,11.554233017319518
280,N/A,11.554233017319518
281,N/A,11.554233017319518
282,N/A,11.554233017319518
283,N/A,11.554233017319518
284,N/A,11.554233017319518
285,N/A,11.554233017319518
286,N/A,11.554233017319518
287,N/A,11.554233017319518
288,N/A,11.554233017319518
289,N/A,11.554233017319518
290,N/A,11.554233017319518
291,N/A,11.554233017319518
292,N/A,11.554233017319518
293,N/A,11.554233017319518
294,N/A,11.554233017319518
295,N/A,11.554233017319518
296,N/A,11.554233017319518
297,N/A,11.554233017319518
298,N/A,11.554233017319518
299,N/A,11.554233017319518
300,N/A,11.554233017319518
301,N/A,11.554233017319518
302,N/A,11.554233017319518
303,N/A,11.554233017319518
304,N/A,11.554233017319518
305,N/A,11.554233017319518
306,N/A,11.554233017319518
307,N/A,11.554233017319518
308,N/A,11.554233017319518
309,N/A,11.554233017319518
310,N/A,11.554233017319518
311,N/A,11.554233017319518
312,N/A,11.554233017319518
313,N/A,11.554233017319518
314,N/A,11.554233017319518
315,N/A,11.554233017319518
316,N/A,11.554233017319518
317,N/A,11.554233017319518
318,N/A,11.554233017319518
319,N/A,11.554233017319518
320,N/A,11.554233017319518
321,N/A,11.554233017319518
322,N/A,11.554233017319518
323,N/A,11.554233017319518
324,N/A,11.554233017319518
325,N/A,11.554233017319518
326,N/A,11.554233017319518
327,N/A,11.554233017319518
328,N/A,11.554233017319518
329,N/A,11.554233017319518
330,N/A,11.554233017319518
331,N/A,11.554233017319518
332,N/A,11.554233017319518
333,N/A,11.554233017319518
334,N/A,11.554233017319518
335,N/A,11.554233017319518
336,N/A,11.554233017319518
337,N/A,11.554233017319518
338,N/A,11.554233017319518
339,N/A,11.554233017319518
340,N/A,11.554233017319518
341,N/A,11.554233017319518
342,N/A,11.554233017319518
343,N/A,11.554233017319518
344,N/A,11.554233017319518
345,N/A,11.554233017319518
346,N/A,11.554233017319518
347,N/A,11.554233017319518
348,N/A,11.554233017319518
349,N/A,11.554233017319518
350,N/A,11.554233017319518
351,N/A,11.554233017319518
352,N/A,11.554233017319518
353,N/A,11.554233017319518
354,N/A,11.554233017319518
355,N/A,11.554233017319518
356,N/A,11.554233017319518
357,N/A,11.554233017319518
358,N/A,11.554233017319518
359,N/A,11.554233017319518
360,N/A,11.554233017319518
361,N/A,11.554233017319518
362,N/A,11.554233017319518
363,N/A,11.554233017319518
364,N/A,11.554233017319518
365,N/A,11.554233017319518
366,N/A,11.554233017319518
367,N/A,11.554233017319518
368,N/A,11.554233017319518
369,N/A,11.554233017319518
370,N/A,11.554233017319518
371,N/A,11.554233017319518
372,N/A,11.554233017319518
373,N/A,11.554233017319518
374,N/A,11.554233017319518
375,N/A,11.554233017319518
376,N/A,11.554233017319518
377,N/A,11.554233017319518
378,N/A,11.554233017319518
379,N/A,11.554233017319518
380,N/A,11.554233017319518
381,N/A,11.554233017319518
382,N/A,11.554233017319518
383,N/A,11.554233017319518
384,N/A,11.554233017319518
385,N/A,11.554233017319518
386,N/A,11.554233017319518
387,N/A,11.554233017319518
388,N/A,11.554233017319518
389,N/A,11.554233017319518
390,N/A,11.554233017319518
391,N/A,11.554233017319518
392,N/A,11.554233017319518
393,N/A,11.554233017319518
394,N/A,11.554233017319518
395,N/A,11.554233017319518
396,N/A,11.554233017319518
397,N/A,11.554233017319518
398,N/A,11.554233017319518
399,N/A,11.554233017319518
400,N/A,11.554233017319518
401,N/A,11.554233017319518
402,N/A,11.554233017319518
403,N/A,11.554233017319518
404,N/A,11.554233017319518
405,N/A,11.554233017319518
406,N/A,11.554233017319518
407,N/A,11.554233017319518
408,N/A,11.554233017319518
409,N/A,11.554233017319518
410,N/A,11.554233017319518
411,N/A,11.554233017319518
412,N/A,11.554233017319518
413,N/A,11.554233017319518
414,N/A,11.554233017319518
415,N/A,11.554233017319518
416,N/A,11.554233017319518
417,N/A,11.554233017319518
418,N/A,11.554233017319518
419,N/A,11.554233017319518
420,N/A,11.554233017319518
421,N/A,11.554233017319518
422,N/A,11.554233017319518
423,N/A,11.554233017319518
424,N/A,11.554233017319518
425,N/A,11.554233017319518
426,N/A,11.554233017319518
427,N/A,11.554233017319518
428,N/A,11.554233017319518
429,N/A,11.554233017319518
430,N/A,11.554233017319518
431,N/A,11.554233017319518
432,N/A,11.554233017319518
433,N/A,11.554233017319518
434,N/A,11.554233017319518
435,N/A,11.554233017319518
436,N/A,11.554233017319518
437,N/A,11.554233017319518
438,N/A,11.554233017319518
439,N/A,11.554233017319518
440,N/A,11.554233017319518
441,N/A,11.554233017319518
442,N/A,11.554233017319518
443,N/A,11.554233017319518
444,N/A,11.554233017319518
445,N/A,11.554233017319518
446,N/A,11.554233017319518
447,N/A,11.554233017319518
448,N/A,11.554233017319518
449,N/A,11.554233017319518
450,N/A,11.554233017319518
451,N/A,11.554233017319518
452,N/A,11.554233017319518
453,N/A,11.554233017319518
454,N/A,11.554233017319518
455,N/A,11.554233017319518
456,N/A,11.554233017319518
457,N/A,11.554233017319518
458,N/A,11.554233017319518
459,N/A,11.554233017319518
460,N/A,11.554233017319518
461,N/A,11.554233017319518
462,N/A,11.554233017319518
463,N/A,11.554233017319518
464,N/A,11.554233017319518
465,N/A,11.554233017319518
466,N/A,11.554233017319518
467,N/A,11.554233017319518
468,N/A,11.554233017319518
469,N/A,11.554233017319518
470,N/A,11.554233017319518
471,N/A,11.554233017319518
472,N/A,11.554233017319518
473,N/A,11.554233017319518
474,N/A,11.554233017319518
475,N/A,11.554233017319518
476,N/A,11.554233017319518
477,N/A,11.554233017319518
478,N/A,11.554233017319518
479,N/A,11.554233017319518
480,N/A,11.554233017319518
481,N/A,11.554233017319518
482,N/A,11.554233017319518
483,N/A,11.554233017319518
484,N/A,11.554233017319518
485,N/A,11.554233017319518
486,N/A,11.554233017319518
487,N/A,11.554233017319518
488,N/A,11.554233017319518
489,N/A,11.554233017319518
490,N/A,11.554233017319518
491,N/A,11.554233017319518
492,N/A,11.554233017319518
493,N/A,11.554233017319518
494,N/A,11.554233017319518
495,N/A,11.554233017319518
496,N/A,11.554233017319518
497,N/A,11.554233017319518
498,N/A,11.554233017319518
499,N/A,11.554233017319518
500,N/A,11.554233017319518
501,N/A,11.554233017319518
502,N/A,11.554233017319518
503,N/A,11.554233017319518
504,N/A,11.554233017319518
505,N/A,11.554233017319518
506,N/A,11.554233017319518
507,N/A,11.554233017319518
508,N/A,11.554233017319518
509,N/A,11.554233017319518
510,N/A,11.554233017319518
511,N/A,11.554233017319518
512,N/A,11.554233017319518
513,N/A,11.554233017319518
514,N/A,11.554233017319518
515,N/A,11.554233017319518
516,N/A,11.554233017319518
517,N/A,11.554233017319518
518,N/A,11.554233017319518
519,N/A,11.554233017319518
520,N/A,11.554233017319518
521,N/A,11.554233017319518
522,N/A,11.554233017319518
523,N/A,11.554233017319518
524,N/A,11.554233017319518
525,N/A,11.554233017319518
526,N/A,11.554233017319518
527,N/A,11.554233017319518
528,N/A,11.554233017319518
529,N/A,11.554233017319518
530,N/A,11.554233017319518
531,N/A,11.554233017319518
532,N/A,11.554233017319518
533,N/A,11.554233017319518
534,N/A,11.554233017319518
535,N/A,11.554233017319518
536,N/A,11.554233017319518
537,N/A,11.554233017319518
538,N/A,11.554233017319518
539,N/A,11.554233017319518
540,N/A,11.554233017319518
541,N/A,11.554233017319518
542,N/A,11.554233017319518
543,N/A,11.554233017319518
544,N/A,11.554233017319518
545,N/A,11.554233017319518
546,N/A,11.554233017319518
547,N/A,11.554233017319518
548,N/A,11.554233017319518
549,N/A,11.554233017319518
550,N/A,11.554233017319518
551,N/A,11.554233017319518
552,N/A,11.554233017319518
553,N/A,11.554233017319518
