port,window,score
80,728,13.247217762731365
80,741,13.281293959208519
80,727,13.310511461246813
80,740,13.478846144248681
80,734,13.57438677920554
80,733,13.580613433991214
80,724,13.592462133269583
80,739,13.636560317424403
80,721,13.653613347900265
80,735,13.671950483790614
80,722,13.696636087750974
80,731,13.725886486475325
80,729,13.737804580859622
80,736,13.76503197904371
80,730,13.773685970937576
80,738,13.795257780825585
80,723,13.83340939421592
80,737,13.853732438746455
80,726,13.856629108415502
80,725,13.880542604570907
80,732,13.922693680744295
80,720,14.147847489094733
80,61,16.8017853941604
80,16,16.862897369379766
80,21,16.95191961793032
80,62,17.209442836746515
80,63,17.209442836746515
80,64,17.209442836746515
80,65,17.209442836746515
80,66,17.209442836746515
80,67,17.209442836746515
80,68,17.209442836746515
80,69,17.209442836746515
80,70,17.209442836746515
80,71,17.209442836746515
80,72,17.209442836746515
80,73,17.209442836746515
80,74,17.209442836746515
80,75,17.209442836746515
80,76,17.209442836746515
80,77,17.209442836746515
80,78,17.209442836746515
80,79,17.209442836746515
80,80,17.209442836746515
80,81,17.209442836746515
80,82,17.209442836746515
80,83,17.209442836746515
80,84,17.209442836746515
80,85,17.209442836746515
80,86,17.209442836746515
80,87,17.209442836746515
80,88,17.209442836746515
80,89,17.209442836746515
80,90,17.209442836746515
80,91,17.209442836746515
80,92,17.209442836746515
80,93,17.209442836746515
80,94,17.209442836746515
80,95,17.209442836746515
80,96,17.209442836746515
80,97,17.209442836746515
80,98,17.209442836746515
80,99,17.209442836746515
80,100,17.209442836746515
80,101,17.209442836746515
80,102,17.209442836746515
80,103,17.209442836746515
80,104,17.209442836746515
80,105,17.209442836746515
80,106,17.209442836746515
80,107,17.209442836746515
80,108,17.209442836746515
80,109,17.209442836746515
80,110,17.209442836746515
80,111,17.209442836746515
80,112,17.209442836746515
80,113,17.209442836746515
80,114,17.209442836746515
80,115,17.209442836746515
80,116,17.209442836746515
80,117,17.209442836746515
80,118,17.209442836746515
80,119,17.209442836746515
80,120,17.209442836746515
80,121,17.209442836746515
80,122,17.209442836746515
80,123,17.209442836746515
80,124,17.209442836746515
80,125,17.209442836746515
80,126,17.209442836746515
80,127,17.209442836746515
80,128,17.209442836746515
80,129,17.209442836746515
80,130,17.209442836746515
80,131,17.209442836746515
