port,window,score
22,728,10.59555115036885
22,727,12.980759201628334
22,723,13.174240533462287
22,724,13.212557926474744
22,729,13.407777011124415
22,741,13.494262663710694
22,731,13.550265294026389
22,736,13.552506974277222
22,732,13.563716131166528
22,740,13.565776070359814
22,735,13.884388420001928
22,733,13.904468564443418
22,739,13.907191202705453
22,730,13.90872093318546
22,737,13.912449547787464
22,734,13.94827674645114
22,738,13.953598862866315
22,726,14.08447744658786
22,725,14.126951705044453
22,722,14.50701562302831
22,721,14.588850943941086
22,720,14.687077103347992
22,54,17.678867314275863
22,14,17.678867314404172
22,34,17.678867314468327
22,24,17.678867317451445
22,44,17.67886731796466
22,35,17.678878493335617
22,4,17.68014456893108
22,46,17.934998978999758
22,32,17.936977807152225
22,31,17.988872684943374
22,0,18.04345321379073
22,1,18.04345321379073
22,2,18.04345321379073
22,3,18.04345321379073
22,5,18.04345321379073
22,6,18.04345321379073
22,7,18.04345321379073
22,8,18.04345321379073
22,9,18.04345321379073
22,11,18.04345321379073
22,13,18.04345321379073
22,15,18.04345321379073
22,16,18.04345321379073
22,17,18.04345321379073
22,18,18.04345321379073
22,19,18.04345321379073
22,20,18.04345321379073
22,21,18.04345321379073
22,22,18.04345321379073
22,23,18.04345321379073
22,25,18.04345321379073
22,26,18.04345321379073
22,27,18.04345321379073
22,30,18.04345321379073
22,38,18.04345321379073
22,39,18.04345321379073
22,42,18.04345321379073
22,45,18.04345321379073
22,47,18.04345321379073
22,48,18.04345321379073
22,50,18.04345321379073
22,51,18.04345321379073
22,52,18.04345321379073
22,53,18.04345321379073
22,56,18.04345321379073
22,57,18.04345321379073
22,58,18.04345321379073
22,59,18.04345321379073
22,61,18.04345321379073
22,62,18.04345321379073
22,63,18.04345321379073
22,64,18.04345321379073
22,65,18.04345321379073
22,66,18.04345321379073
22,67,18.04345321379073
22,68,18.04345321379073
22,69,18.04345321379073
22,70,18.04345321379073
22,71,18.04345321379073
22,72,18.04345321379073
22,73,18.04345321379073
22,74,18.04345321379073
22,75,18.04345321379073
22,76,18.04345321379073
22,77,18.04345321379073
22,78,18.04345321379073
22,79,18.04345321379073
22,80,18.04345321379073
22,81,18.04345321379073
22,82,18.04345321379073
22,83,18.04345321379073
22,84,18.04345321379073
22,85,18.04345321379073
22,86,18.04345321379073
22,87,18.04345321379073
22,88,18.04345321379073
22,89,18.04345321379073
22,90,18.04345321379073
22,91,18.04345321379073
22,92,18.04345321379073
22,93,18.04345321379073
22,94,18.04345321379073
22,95,18.04345321379073
22,96,18.04345321379073
22,97,18.04345321379073
22,98,18.04345321379073
22,99,18.04345321379073
22,100,18.04345321379073
22,101,18.04345321379073
22,102,18.04345321379073
22,103,18.04345321379073
22,104,18.04345321379073
22,105,18.04345321379073
22,106,18.04345321379073
22,107,18.04345321379073
22,108,18.04345321379073
22,109,18.04345321379073
22,110,18.04345321379073
22,111,18.04345321379073
22,112,18.04345321379073
22,113,18.04345321379073
22,114,18.04345321379073
22,115,18.04345321379073
22,116,18.04345321379073
22,117,18.04345321379073
22,118,18.04345321379073
22,119,18.04345321379073
22,120,18.04345321379073
22,121,18.04345321379073
22,122,18.04345321379073
22,123,18.04345321379073
22,124,18.04345321379073
22,125,18.04345321379073
22,126,18.04345321379073
22,127,18.04345321379073
22,128,18.04345321379073
22,129,18.04345321379073
22,130,18.04345321379073
22,131,18.04345321379073
22,132,18.04345321379073
22,133,18.04345321379073
22,134,18.04345321379073
22,135,18.04345321379073
22,136,18.04345321379073
22,137,18.04345321379073
22,138,18.04345321379073
22,139,18.04345321379073
22,140,18.04345321379073
22,141,18.04345321379073
22,142,18.04345321379073
22,143,18.04345321379073
22,144,18.04345321379073
22,145,18.04345321379073
22,146,18.04345321379073
22,147,18.04345321379073
22,148,18.04345321379073
22,149,18.04345321379073
22,150,18.04345321379073
22,151,18.04345321379073
22,152,18.04345321379073
22,153,18.04345321379073
22,154,18.04345321379073
22,155,18.04345321379073
22,156,18.04345321379073
22,157,18.04345321379073
22,158,18.04345321379073
22,159,18.04345321379073
22,160,18.04345321379073
22,161,18.04345321379073
22,162,18.04345321379073
22,163,18.04345321379073
22,164,18.04345321379073
22,165,18.04345321379073
22,166,18.04345321379073
22,167,18.04345321379073
22,168,18.04345321379073
22,169,18.04345321379073
22,170,18.04345321379073
22,171,18.04345321379073
22,172,18.04345321379073
22,173,18.04345321379073
22,174,18.04345321379073
22,175,18.04345321379073
22,176,18.04345321379073
22,177,18.04345321379073
22,178,18.04345321379073
22,179,18.04345321379073
22,180,18.04345321379073
22,181,18.04345321379073
22,182,18.04345321379073
22,183,18.04345321379073
22,184,18.04345321379073
22,185,18.04345321379073
22,186,18.04345321379073
22,187,18.04345321379073
22,188,18.04345321379073
22,189,18.04345321379073
22,190,18.04345321379073
22,191,18.04345321379073
22,192,18.04345321379073
22,193,18.04345321379073
22,194,18.04345321379073
22,195,18.04345321379073
22,196,18.04345321379073
22,197,18.04345321379073
22,198,18.04345321379073
22,199,18.04345321379073
22,200,18.04345321379073
22,201,18.04345321379073
22,202,18.04345321379073
22,203,18.04345321379073
22,204,18.04345321379073
22,205,18.04345321379073
22,206,18.04345321379073
22,207,18.04345321379073
22,208,18.04345321379073
22,209,18.04345321379073
22,210,18.04345321379073
22,211,18.04345321379073
22,212,18.04345321379073
22,213,18.04345321379073
22,214,18.04345321379073
22,215,18.04345321379073
22,216,18.04345321379073
22,217,18.04345321379073
22,218,18.04345321379073
22,219,18.04345321379073
22,220,18.04345321379073
22,221,18.04345321379073
22,222,18.04345321379073
22,223,18.04345321379073
22,224,18.04345321379073
22,225,18.04345321379073
22,226,18.04345321379073
22,227,18.04345321379073
22,228,18.04345321379073
22,229,18.04345321379073
22,230,18.04345321379073
22,231,18.04345321379073
22,232,18.04345321379073
22,233,18.04345321379073
22,234,18.04345321379073
22,235,18.04345321379073
22,236,18.04345321379073
22,237,18.04345321379073
22,238,18.04345321379073
22,239,18.04345321379073
22,240,18.04345321379073
22,241,18.04345321379073
22,242,18.04345321379073
22,243,18.04345321379073
22,244,18.04345321379073
22,245,18.04345321379073
22,246,18.04345321379073
22,247,18.04345321379073
22,248,18.04345321379073
22,249,18.04345321379073
22,250,18.04345321379073
22,251,18.04345321379073
22,252,18.04345321379073
22,253,18.04345321379073
22,254,18.04345321379073
22,255,18.04345321379073
22,256,18.04345321379073
22,257,18.04345321379073
22,258,18.04345321379073
22,259,18.04345321379073
22,260,18.04345321379073
22,261,18.04345321379073
22,262,18.04345321379073
22,263,18.04345321379073
22,264,18.04345321379073
22,265,18.04345321379073
22,266,18.04345321379073
22,267,18.04345321379073
22,268,18.04345321379073
22,269,18.04345321379073
22,270,18.04345321379073
22,271,18.04345321379073
22,272,18.04345321379073
22,273,18.04345321379073
22,274,18.04345321379073
22,275,18.04345321379073
22,276,18.04345321379073
22,277,18.04345321379073
22,278,18.04345321379073
22,279,18.04345321379073
22,280,18.04345321379073
22,281,18.04345321379073
22,282,18.04345321379073
22,283,18.04345321379073
22,284,18.04345321379073
22,285,18.04345321379073
22,286,18.04345321379073
22,287,18.04345321379073
22,288,18.04345321379073
22,289,18.04345321379073
22,290,18.04345321379073
22,291,18.04345321379073
