window,score
47,5.791324970759564
405,5.848389634051472
581,5.895816380499843
737,7.020181979172277
715,7.231927563308708
77,7.541794587048386
413,7.688093800670494
351,7.766700924095276
747,7.781307801883113
832,7.808924039097287
388,7.873763980164915
369,8.063540566568593
235,8.125904505110594
601,8.253847968569417
398,8.428308010058116
678,8.433053699097613
751,8.580992324264978
60,8.71818962055799
1037,8.730023900781804
113,8.797875948988255
637,8.906673219408528
217,8.92248591361576
477,8.934780117985678
391,8.947372531828739
932,9.120932314812997
540,9.125156052225378
401,9.13757342526796
406,9.157848898524135
1105,9.164231053679188
48,9.279271629919938
550,9.31095297600118
492,9.31188287173607
958,9.339446521133489
705,9.373392467956053
743,9.384696331328614
43,9.426427885292142
1053,9.464696639098658
393,9.498148521986819
583,9.555623074310892
513,9.622624338508412
386,9.6256940651526
989,9.654316437885065
679,9.658345671553722
527,9.690276882869219
240,9.778345645921354
426,9.79912018984408
389,9.817332084717716
267,9.819515238297585
25,9.829875844448685
663,9.850152720570607
551,9.873288447716993
34,9.895059050192133
1191,9.967114959192184
200,9.97593252153934
114,9.993190664038492
23,10.06053556898271
692,10.071124661544784
654,10.109350534755423
134,10.146745820401305
84,10.165737913892604
395,10.18897768958459
592,10.233573728926874
577,10.239289836607636
633,10.28088348189697
473,10.295660754083071
438,10.30376383414833
291,10.33026472704843
1177,10.347062892495867
284,10.366430267315558
528,10.41605624384286
63,10.432776012541627
112,10.470621001242803
963,10.48524616410076
857,10.489115262169982
1187,10.502030785693027
143,10.535023259092348
1016,10.582191507990357
617,10.58504290051422
547,10.597366022072194
662,10.61362803057198
270,10.631470009914578
531,10.632189452532014
1043,10.635317315322553
625,10.650223427064397
1071,10.668019498969509
682,10.68955818603025
683,10.711681124102137
906,10.71585375822585
35,10.71933668446571
840,10.777496320639399
268,10.786199225626545
366,10.801201657294868
720,10.831679223027663
1023,10.831970790740984
319,10.854630515335012
558,10.940763180912462
680,10.958981312073153
341,10.99558690874471
352,11.015813752001467
803,11.023414690337924
443,11.038150244129216
833,11.038344817431616
370,11.064218180641566
381,11.097266014266694
600,11.116614091621138
373,11.141381814171671
91,11.184073321945917
488,11.210457101292054
578,11.22305473764774
138,11.316604107099552
423,11.32244332966621
123,11.333880731872513
771,11.33507143389349
979,11.343223615813981
303,11.34537506985537
605,11.354331021580851
764,11.365150961175113
706,11.375306918904426
99,11.400972269767065
598,11.408981669359553
219,11.413242791235538
236,11.430532866052483
631,11.442932213996697
593,11.456585837015396
888,11.462258531560183
623,11.463664890153934
408,11.478910132841689
277,11.48744459697965
905,11.514365822194288
973,11.527020201855695
983,11.528171283369876
85,11.546211084540671
591,11.555785555034795
360,11.5582884021118
773,11.581585071330636
514,11.583385316295873
1089,11.593075970564872
342,11.60747455426448
347,11.615192052212796
150,11.616942982839888
272,11.630880389053821
1074,11.636942746475576
588,11.645313607123214
733,11.692150391934927
671,11.70585393836056
563,11.714688846444007
3,11.71598641720119
948,11.730257731497037
1137,11.743286292979022
1150,11.745529363579843
493,11.752202683450589
1109,11.758027956958802
1007,11.774817421397456
1190,11.7859079322067
931,11.78741290457616
192,11.80423467433139
677,11.805547918448163
1148,11.80687909962914
233,11.851340137773105
597,11.857272642113047
761,11.857954446292336
390,11.864423752451984
385,11.875743677970009
659,11.878931677363136
763,11.91570286047808
273,11.943317703055198
80,11.956519419038008
259,11.967260840761238
639,11.974343140264304
367,11.981006995152683
584,11.986207892705796
163,12.008390615795339
997,12.030736076432913
363,12.034494631342039
168,12.042939608155384
70,12.06536322610341
726,12.08701039959857
412,12.091109632556545
952,12.104356663667463
627,12.11083222109836
560,12.112627754207292
640,12.11560611518696
950,12.121111088615525
210,12.121302055080491
727,12.126515140909364
967,12.1265973986844
1159,12.130518905752535
28,12.145510596800333
1125,12.15085038250834
199,12.167741563000842
978,12.176840726193015
511,12.190501908205919
171,12.202049055984563
687,12.20769319418218
503,12.226086088278334
562,12.254160210203581
290,12.254244251138696
821,12.27004410362749
877,12.275277643148458
903,12.287110557880723
1122,12.288695870479373
321,12.301740620911463
1120,12.30599657881744
943,12.308714729651975
782,12.335783926062346
1189,12.339665471095625
896,12.345333744233256
383,12.348901448416592
713,12.352078951970208
169,12.39279453324181
301,12.408696332224391
710,12.415041186536655
196,12.420882139404148
559,12.43669205628993
526,12.440486779669406
774,12.443986198084529
831,12.449940645946771
71,12.459886278877827
745,12.469916163871705
377,12.470220932834595
1026,12.470643286567144
1052,12.487644362478818
1002,12.489896523904957
137,12.49356260694287
656,12.507857060259084
327,12.508490925110511
281,12.518905473270559
51,12.523920973481452
309,12.529292013741406
1115,12.549365225572453
904,12.552396515296019
66,12.558877140807462
96,12.56137440127118
311,12.562731437880647
204,12.567441366711066
1021,12.574529114898356
607,12.586679298640554
211,12.601350430670841
407,12.614804519805748
1013,12.626996450338282
566,12.628142610622614
823,12.63056662963117
64,12.633475149646085
174,12.637689512960103
4,12.640933948640843
241,12.647137027230556
180,12.65431235202553
312,12.657186899921482
1152,12.660744622468997
926,12.670908741898469
159,12.67695321216972
909,12.680899378212413
239,12.683886032893938
340,12.693776523756432
543,12.705311625609307
738,12.71096482340685
741,12.713919822556976
1114,12.722084145199194
293,12.725336861963145
647,12.738128623190054
375,12.751062385875025
335,12.753247652315432
891,12.762566631912124
343,12.76765710613059
67,12.768597534967036
1055,12.769247755121746
45,12.775902574196618
162,12.795185346661341
111,12.796093649300868
649,12.797244549552635
791,12.799594473527701
1011,12.803566610864314
822,12.811833771495861
522,12.812507227579916
968,12.815538325571167
651,12.831829277710582
669,12.839287700473184
110,12.848251257960857
1006,12.855427317765596
142,12.861506831739671
711,12.865329214691256
481,12.87250224053793
271,12.876007513871672
372,12.880615582628813
411,12.894128208507993
561,12.894769041134515
55,12.895610417699178
613,12.903038853863334
929,12.903142300139816
427,12.909441567076605
739,12.909726598406731
1131,12.917207201916264
951,12.921600805678144
582,12.923436547684755
809,12.930851511170982
13,12.932654561926382
463,12.934469588071268
1070,12.938181888857033
387,12.959237068325335
232,12.966595978560195
541,12.967857253161089
471,12.974859677805705
330,12.992549934650036
626,13.00371427074114
887,13.02374569993246
231,13.024549787465126
417,13.048480952503153
279,13.048752023732169
30,13.055954072078752
93,13.056426421909435
793,13.061314468857994
167,13.07485830041211
478,13.084378205691861
195,13.114898489023501
874,13.11624708580433
193,13.121462086722154
704,13.125103394469043
202,13.129522290512229
371,13.13920936041517
31,13.155424096086605
95,13.15767503163893
483,13.17003464232482
749,13.171449172177995
439,13.176193090333054
380,13.177001287587453
769,13.180752600225613
935,13.18153557365414
852,13.181741435327003
253,13.182800864923665
750,13.186828406911589
431,13.195330947354961
374,13.205552533559183
519,13.22101222978258
693,13.221956787739765
298,13.22267602642469
18,13.23446292606895
873,13.234798996068688
416,13.235674546894604
695,13.238972376819182
1064,13.244264530268627
100,13.244770316902546
783,13.247699078069171
893,13.258065042754026
571,13.282335266473952
108,13.285674732980716
694,13.28861983149742
516,13.291721183785155
361,13.295907029020999
151,13.295950826928607
736,13.297191916842037
770,13.297328797595748
350,13.300677059633207
643,13.30098482200335
501,13.307887549302833
703,13.31038894606731
152,13.318774898556669
144,13.321798291988127
1008,13.32211428556654
124,13.325849585527429
535,13.348023032485933
101,13.349312888570706
306,13.350088483991705
618,13.365311075072267
864,13.370662320764884
173,13.370956097128976
1085,13.372146809895
673,13.377259538530012
133,13.377309885762207
176,13.38189183128678
655,13.386796680638273
83,13.399668277184709
296,13.403276541236982
719,13.406656744003062
453,13.412077718300274
191,13.41348324044428
1116,13.42269186835674
320,13.423392184628721
603,13.424092696402683
939,13.43426392760952
442,13.443489017888409
894,13.450227238061027
953,13.45184255625037
1160,13.455387697035992
1154,13.467683408668842
901,13.47775941574
740,13.48829748938207
446,13.48918699052507
653,13.489684660674714
467,13.49538651115782
661,13.51074859954057
839,13.521241609026164
154,13.522354325473124
897,13.526852697804655
1049,13.527984774024862
1151,13.529683851290152
24,13.531108629762127
576,13.532632469421692
230,13.53580295935139
1184,13.537988933344272
886,13.547231159781138
424,13.54829418428084
872,13.576553254548609
977,13.585479388128528
332,13.590463732662531
1130,13.590828837444255
234,13.591930208271998
850,13.592064134823598
970,13.595193978596562
538,13.595457709615168
73,13.600831549089929
475,13.604039824838653
7,13.605460107054734
1090,13.635847832619646
928,13.635875191725754
1042,13.637818549276622
69,13.642524803610996
314,13.647026949913586
1029,13.66141354796627
923,13.669481940603854
907,13.670281177808171
450,13.693909014082827
767,13.704119139620593
667,13.711327438311049
1179,13.723919458245623
1081,13.744082484992113
1113,13.75010689342509
20,13.750163306764865
42,13.750817457822059
126,13.758881682630584
879,13.767334924474747
1163,13.771936065841759
497,13.781363176049783
188,13.784584949621244
75,13.786755442130762
910,13.789761057835152
435,13.805040264558864
59,13.815346043729173
10,13.817215218935738
869,13.817814196001109
140,13.81803605425252
214,13.81937807000524
1059,13.821459641083983
359,13.825047600111802
1175,13.825096615096669
494,13.831970483093583
97,13.843472082837236
1069,13.846447866416463
