percentile,score
0.0,5.791324970759564
0.05,5.825535236403063
0.1,5.857827556594698
0.2,6.343313888771472
0.3,7.146594092901727
0.4,7.478581714205491
0.5,7.687362304602384
0.6,7.7695346583861165
0.7,7.792160983108283
0.8,7.847309284209322
0.9,8.023877260010224
1.0,8.125280865725175
2.0,9.117461119153312
3.0,9.463548576484463
4.0,9.829461420202641
5.0,10.187815700799991
6.0,10.484368654329282
7.0,10.666773773936152
8.0,10.957523861580299
9.0,11.22192095037573
10.0,11.412816679047939
11.0,11.554732363280442
12.0,11.704209512789484
13.0,11.805377196712982
14.0,11.973351618333874
15.0,12.112358424240952
16.0,12.20020151233998
17.0,12.331182162672583
18.0,12.448868845331567
19.0,12.528271516092016
20.0,12.627913378565749
21.0,12.683258835410818
22.0,12.768390640623018
23.0,12.837572263237787
24.0,12.903117473033461
25.0,12.967541934510866
26.0,13.081903030319125
27.0,13.176783074328766
28.0,13.234704896468763
29.0,13.2959381255354
30.0,13.348925931745274
31.0,13.405608881145579
32.0,13.474535093477229
33.0,13.532129602334035
34.0,13.595368041068843
35.0,13.685639271386698
36.0,13.783425111135518
37.0,13.829427151934723
38.0,13.89391471999927
39.0,13.938069215277292
40.0,13.972926939344472
41.0,14.004449192599182
42.0,14.033753304944486
43.0,14.097201215647257
44.0,14.142517224075057
45.0,14.168975758580224
46.0,14.237570665604924
47.0,14.279827764452097
48.0,14.325495736873105
49.0,14.35348201261035
50.0,14.385990376735439
51.0,14.413285913228437
52.0,14.439727664570608
53.0,14.481540580682417
54.0,14.526723654107116
55.0,14.575957052825562
56.0,14.608378730588246
57.0,14.670363537325365
58.0,14.694389664261571
59.0,14.722562178961653
60.0,14.745202545275342
61.0,14.768354397243908
62.0,14.783838759201206
63.0,14.801309023867915
64.0,14.809035238252717
65.0,14.83284929860875
66.0,14.855723411596738
67.0,14.881321161245307
68.0,14.936433914615098
69.0,14.966061459489671
70.0,14.987422505703762
71.0,15.00739582188886
72.0,15.038095144093727
73.0,15.06365687481044
74.0,15.0843453916673
75.0,15.114610281698877
76.0,15.134529319016522
77.0,15.149865756617908
78.0,15.184408671430843
79.0,15.21286351723179
80.0,15.240707991735068
81.0,15.26288502885033
82.0,15.287632616919144
83.0,15.30606529061465
84.0,15.324233878947233
85.0,15.347297902606893
86.0,15.360544722095746
87.0,15.375638763951885
88.0,15.391617104872335
89.0,15.405761222018835
90.0,15.421706611935805
91.0,15.437241711768028
92.0,15.449745310144799
93.0,15.472111678928622
94.0,15.506591112705749
95.0,15.53428104287596
96.0,15.56525926439185
97.0,15.606501988884627
98.0,15.646399091798818
99.0,15.689064752002908
100.0,15.81901737076222
