percentile,score
0.0,3.713488633870295
0.05,3.987876860942565
0.1,4.262265088014836
0.2,6.073355731286213
0.3,8.405624845293943
0.4,8.545878324540602
0.5,8.598527406677608
0.6,8.625224943025547
0.7,8.665334090480592
0.8,8.673536595480302
0.9,8.773437015243548
1.0,8.97749558150046
2.0,9.233286025413523
3.0,9.347028247360956
4.0,9.527605797216717
5.0,9.679648195555464
6.0,9.81112167496778
7.0,10.197672523531164
8.0,10.642224887198134
9.0,11.063001851246401
10.0,11.472568154901827
11.0,11.802996594182169
12.0,11.980887909617262
13.0,12.053713277974555
14.0,12.107102243654632
15.0,12.264044291480591
16.0,12.316430880898558
17.0,12.37207900800517
18.0,12.425876405568683
19.0,12.487410757316798
20.0,12.553908568535114
21.0,12.63034082373554
22.0,13.070641781310234
23.0,13.524617784785075
24.0,14.044793385575169
25.0,14.157140843083358
26.0,14.176183594697424
27.0,14.200420169415302
28.0,14.20066343010298
29.0,14.200779137489805
30.0,14.201360936923288
31.0,14.20287192221774
32.0,14.203600411095653
33.0,14.204296948064012
34.0,14.20453044079943
35.0,14.204553693824732
36.0,14.204564569237782
37.0,14.204573160912501
38.0,14.204602498644109
39.0,14.204615415651912
40.0,14.20461541938466
41.0,14.20461542015504
42.0,14.204615422153182
43.0,14.204615423818307
44.0,14.204615426930388
45.0,14.204619800892605
46.0,14.205257188196363
47.0,14.207513774777674
48.0,14.207785031597046
49.0,14.208477176082244
50.0,14.208477176082244
51.0,14.2087800248344
52.0,14.209025918526311
53.0,14.209539151164266
54.0,14.210107973329052
55.0,14.210107973330913
56.0,14.210107973331379
57.0,14.210107973331379
58.0,14.210107973331379
59.0,14.210107973331844
60.0,14.21010797333352
61.0,14.21050037133916
62.0,14.21085694492253
63.0,14.210927047956194
64.0,14.21132726610435
65.0,14.212165701996739
66.0,14.212165701996739
67.0,14.212165701996739
68.0,14.213257412962056
69.0,14.214575333409869
70.0,14.215077430754903
71.0,14.215595178017086
72.0,14.216298732294632
73.0,14.21652285689261
74.0,14.217049180451982
75.0,14.217694196555144
76.0,14.21810719269741
77.0,14.21876482947831
78.0,14.218976667946304
79.0,14.220043196522473
80.0,14.221360986637102
81.0,14.221673947866787
82.0,14.223237853496949
83.0,14.223700036620158
84.0,14.224321891082383
85.0,14.224887969239767
86.0,14.226050100302295
87.0,14.226708083671628
88.0,14.226708083671628
89.0,14.22722071546271
90.0,14.228847056991182
91.0,14.230122523821716
92.0,14.230735612284281
93.0,14.232190657040693
94.0,14.233750150592602
95.0,14.23535102958904
96.0,14.236021555192806
97.0,14.23669925259275
98.0,14.238079650070393
99.0,14.241844144222274
100.0,14.247536532522666
