window,score
533,3.713488633870295
25,4.494109479026114
453,8.38387857326281
450,8.583385656117235
438,8.612787113516015
560,8.669841377321202
448,8.675763201294117
425,8.974459880038555
419,9.07564992876867
417,9.088810782615838
428,9.089511335149894
423,9.162554809982144
563,9.197782998298669
452,9.201183743021856
424,9.232849475861684
564,9.24012530172569
445,9.245392400582569
426,9.255444159370798
463,9.278120425163548
455,9.291856605714543
457,9.328270368599364
427,9.345129666181442
439,9.366225012620493
444,9.391839417045299
435,9.417664138516994
421,9.430570300090151
422,9.439068528508145
464,9.490255113373252
465,9.526881286784612
437,9.532918873718813
420,9.558060756907238
442,9.569220328843242
460,9.576607229799812
490,9.60666756366346
440,9.664397580543492
443,9.675471036256928
521,9.70331876491383
446,9.70782400015535
459,9.733687025351564
466,9.745720078673916
489,9.76317888570564
451,9.802098919680237
449,9.80988570077309
456,9.816752224076927
461,9.866516137802032
462,10.012247190797526
468,10.023095488836438
458,10.07512138154138
516,10.118158521898248
416,10.180864104674791
552,10.260904194467043
559,10.307702722532845
520,10.359321556131695
441,10.37649711050022
418,10.471348422925791
454,10.560133206212772
488,10.62096905149311
538,10.709535033597373
515,10.731106055804664
522,10.843856487603903
509,10.873334860695708
506,10.879673241491876
517,11.03712174865688
500,11.053193702915062
479,11.089520178216317
562,11.214114910209878
431,11.226672815518471
553,11.293241408198266
492,11.405947723761123
430,11.458992971235208
536,11.46885152936491
545,11.48124028115463
467,11.592732161677366
512,11.592770632917341
477,11.600807443592316
551,11.623108062119444
558,11.699428138622746
554,11.802800493471448
561,11.803394738049393
514,11.828907171481202
483,11.880175078137373
429,11.899802129289535
511,11.90153179556145
525,11.965640012014456
447,11.967776686363226
436,12.004196750957774
471,12.005406322026998
540,12.01073937046999
550,12.021487047803305
556,12.024920445072675
433,12.025967860492504
527,12.047144984622165
541,12.063986762448806
546,12.065721943851637
513,12.069715132120614
555,12.071864510832421
499,12.073794841467503
565,12.08082653628249
548,12.098942452787362
549,12.118370526280861
557,12.135301056636777
