port,window,score
22,728,1.9301217518625557
22,735,2.493805052020802
22,730,2.5025481603714113
22,737,2.504501400389619
22,733,2.505460054302667
22,739,2.512510149065894
22,729,2.514088789069575
22,731,2.514731300644855
22,736,2.5154245230922307
22,738,2.526726926538719
22,734,2.5281158173735805
22,732,2.5295326280865758
22,740,2.5308901123813468
22,741,2.5660277753069
22,723,2.58301779564636
22,727,2.5887258871663854
22,726,2.5925464026422245
22,725,2.6135089481679135
22,724,2.6138618648311027
22,722,2.6566360484931684
22,721,2.6892815468667894
22,720,2.8123732891407176
22,32,13.75380792417714
22,31,13.961603752405008
22,0,14.195750839588758
22,1,14.195750839588758
22,2,14.195750839588758
22,3,14.195750839588758
22,5,14.195750839588758
22,6,14.195750839588758
22,7,14.195750839588758
22,8,14.195750839588758
22,9,14.195750839588758
22,11,14.195750839588758
22,13,14.195750839588758
22,15,14.195750839588758
22,16,14.195750839588758
22,17,14.195750839588758
22,18,14.195750839588758
22,19,14.195750839588758
22,20,14.195750839588758
22,21,14.195750839588758
22,22,14.195750839588758
22,23,14.195750839588758
22,25,14.195750839588758
22,26,14.195750839588758
22,27,14.195750839588758
22,30,14.195750839588758
22,38,14.195750839588758
22,39,14.195750839588758
22,42,14.195750839588758
22,45,14.195750839588758
22,47,14.195750839588758
22,48,14.195750839588758
22,50,14.195750839588758
22,51,14.195750839588758
22,52,14.195750839588758
22,53,14.195750839588758
22,56,14.195750839588758
22,57,14.195750839588758
22,58,14.195750839588758
22,59,14.195750839588758
22,61,14.195750839588758
22,62,14.195750839588758
22,63,14.195750839588758
22,64,14.195750839588758
22,65,14.195750839588758
22,66,14.195750839588758
22,67,14.195750839588758
22,68,14.195750839588758
22,69,14.195750839588758
22,70,14.195750839588758
22,71,14.195750839588758
22,72,14.195750839588758
22,73,14.195750839588758
22,74,14.195750839588758
22,75,14.195750839588758
22,76,14.195750839588758
22,77,14.195750839588758
22,78,14.195750839588758
22,79,14.195750839588758
22,80,14.195750839588758
22,81,14.195750839588758
22,82,14.195750839588758
22,83,14.195750839588758
22,84,14.195750839588758
22,85,14.195750839588758
22,86,14.195750839588758
22,87,14.195750839588758
22,88,14.195750839588758
22,89,14.195750839588758
22,90,14.195750839588758
22,91,14.195750839588758
22,92,14.195750839588758
22,93,14.195750839588758
22,94,14.195750839588758
22,95,14.195750839588758
22,96,14.195750839588758
22,97,14.195750839588758
22,98,14.195750839588758
22,99,14.195750839588758
22,100,14.195750839588758
22,101,14.195750839588758
22,102,14.195750839588758
22,103,14.195750839588758
22,104,14.195750839588758
22,105,14.195750839588758
22,106,14.195750839588758
22,107,14.195750839588758
22,108,14.195750839588758
22,109,14.195750839588758
22,110,14.195750839588758
22,111,14.195750839588758
22,112,14.195750839588758
22,113,14.195750839588758
22,114,14.195750839588758
22,115,14.195750839588758
